"departure","arrival","departure_y","departure_x","arrival_y","arrival_x","departure_in_DHZW","arrival_in_DHZW","time_total","time_walk","time_transit_bus","time_transit_train","time_waiting","n_changes","distance_total","distance_walk","distance_bus","distance_train","stop_PC6","stop_PC5","feasible"
"2582","2543X",52.09343,4.276608,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2291",52.0403612649755,4.26585945503325,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2543S",52.01948,4.277017,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2593",52.0375341571121,4.2553666934214,52.08531,4.342739,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2593","2543X",52.08531,4.342739,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","3011",52.0375341571121,4.2553666934214,51.91868,4.487522,1,0,60.8,14.5,18.6,23,4.7,2,27.6,1,6.1,20.5,"2545JT","2545J",1
"3011","2543X",51.91868,4.487522,52.0375341571121,4.2553666934214,0,1,65.3,17.6,12.8,26,8.9,2,28.1,1.2,4.6,22.3,"2532CP","2532C",1
"2543X","2511",52.0375341571121,4.2553666934214,52.07851,4.317539,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2511","2543X",52.07851,4.317539,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2803",52.0403612649755,4.26585945503325,52.02455,4.690541,1,0,79.7,29.2,23.8,18,8.7,1,38.1,2.1,8.1,28,"2543SW","2543S",1
"2803","2543S",52.02455,4.690541,52.0403612649755,4.26585945503325,0,1,80.8,18.4,36.3,18,8.1,3,41.2,1.2,12,28,"2545CG","2545C",1
"2543G","2678",52.0353834676263,4.25634401078893,51.97477,4.255695,1,0,80.3,28,30.6,6,15.7,2,25.2,1.8,15,8.4,"2543SW","2543S",1
"2678","2543G",51.97477,4.255695,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2678",52.0398470736153,4.26367783290026,51.97477,4.255695,1,0,71.8,19.5,30.6,6,15.7,2,24.6,1.2,15,8.4,"2543SW","2543S",1
"2678","2543T",51.97477,4.255695,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2555",52.0375341571121,4.2553666934214,52.061,4.225491,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2555","2543X",52.061,4.225491,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2291",52.0375341571121,4.2553666934214,52.01948,4.277017,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2291","2543X",52.01948,4.277017,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2514",52.0353834676263,4.25634401078893,52.08523,4.308987,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2514","2543G",52.08523,4.308987,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2678",52.0384390330544,4.25641060632753,51.97477,4.255695,1,0,80.4,28.1,30.6,6,15.7,2,25.2,1.8,15,8.4,"2543SW","2543S",1
"2678","2543C",51.97477,4.255695,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2803",52.0384390330544,4.25641060632753,52.02455,4.690541,1,0,84,31.5,24.7,18,9.7,2,37.5,2.3,7.2,28,"2542JH","2542J",1
"2803","2543C",52.02455,4.690541,52.0384390330544,4.25641060632753,0,1,82.8,21.6,33.1,18,10.1,2,40.8,1.4,11.4,28,"2543GB","2543G",1
"2543R","2565",52.0428928838003,4.26639256132776,52.07543,4.258572,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2565","2543R",52.07543,4.258572,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543A","2678",52.0434639733693,4.26411809103701,51.97477,4.255695,1,0,74.3,22,30.6,6,15.7,2,24.8,1.4,15,8.4,"2543SW","2543S",1
"2678","2543A",51.97477,4.255695,52.0434639733693,4.26411809103701,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543A","2513",52.0434639733693,4.26411809103701,52.0788,4.302386,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2571",52.0375341571121,4.2553666934214,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2571","2543X",52.06937,4.286918,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2571","2543R",52.06937,4.286918,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2909",52.0375341571121,4.2553666934214,51.91413,4.545104,1,0,91.5,27.2,28.8,23,12.5,4,33,1.6,10.9,20.5,"2545JT","2545J",1
"2909","2543X",51.91413,4.545104,52.0375341571121,4.2553666934214,0,1,94,29.4,26.5,25,13,4,34.9,1.7,10.8,22.3,"2532CP","2532C",1
"2909","2542K",51.91413,4.545104,52.0364390701642,4.26312437750577,0,1,95.3,40.8,19.7,25,9.8,3,33.2,2.6,8.3,22.3,"2532CP","2532C",1
"2543X","2285",52.0375341571121,4.2553666934214,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2511","2543V",52.07851,4.317539,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2513",52.0353834676263,4.25634401078893,52.0788,4.302386,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2513","2543G",52.0788,4.302386,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","3142",52.0353834676263,4.25634401078893,51.92693,4.25433,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3142","2543G",51.92693,4.25433,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2909",52.0353834676263,4.25634401078893,51.91413,4.545104,1,0,93,27.5,30,23,12.5,4,33.4,1.6,11.3,20.5,"2545JT","2545J",1
"2909","2543G",51.91413,4.545104,52.0353834676263,4.25634401078893,0,1,90.9,26.4,37.9,15,11.7,3,38.2,1.3,18.3,18.6,"2543GB","2543G",1
"2543B","2582",52.0408197781465,4.2614617830182,52.09343,4.276608,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","2553",52.0367222332167,4.25362685931864,52.04493,4.221591,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2553","2543E",52.04493,4.221591,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2671",52.0403612649755,4.26585945503325,51.99332,4.208966,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2671","2543S",51.99332,4.208966,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2285",52.0353834676263,4.25634401078893,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2543G",52.03807,4.302551,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","3047",52.0353834676263,4.25634401078893,51.95087,4.396513,1,0,92.7,41.7,23.6,14,13.4,2,30.7,3.1,9.1,18.6,"2543SW","2543S",1
"3047","2543G",51.95087,4.396513,52.0353834676263,4.25634401078893,0,1,83.4,36.5,24.1,15,8,2,30.9,2.5,9.8,18.6,"2543GB","2543G",1
"2543C","3011",52.0384390330544,4.25641060632753,51.91868,4.487522,1,0,59.1,14,17.4,23,4.7,2,27.2,1,5.7,20.5,"2545JT","2545J",1
"3011","2543C",51.91868,4.487522,52.0384390330544,4.25641060632753,0,1,67.5,19.8,12.8,26,8.9,2,28.3,1.4,4.6,22.3,"2532CP","2532C",1
"2543B","2565",52.0408197781465,4.2614617830182,52.07543,4.258572,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2593",52.0353834676263,4.25634401078893,52.08531,4.342739,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2593","2543G",52.08531,4.342739,52.0353834676263,4.25634401078893,0,1,41.9,16.8,16.4,3,5.7,1,9.2,1.2,6.4,1.7,"2543GB","2543G",1
"2543X","2553",52.0375341571121,4.2553666934214,52.04493,4.221591,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2553","2543X",52.04493,4.221591,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","3142",52.0375341571121,4.2553666934214,51.92693,4.25433,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3142","2543X",51.92693,4.25433,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"1101","2542E",52.3069,4.941812,52.0358716120214,4.26738012702625,0,1,103,34.2,16.1,49,3.7,1,66.3,2.4,6.4,57.5,"2543GB","2543G",1
"2543B","2596",52.0408197781465,4.2614617830182,52.09274,4.319509,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543B","3142",52.0408197781465,4.2614617830182,51.92693,4.25433,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3142","2543B",51.92693,4.25433,52.0408197781465,4.2614617830182,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543B","2513",52.0408197781465,4.2614617830182,52.0788,4.302386,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2596",52.039653035803,4.25997191228478,52.09274,4.319509,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2596","2543V",52.09274,4.319509,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2517",52.0398470736153,4.26367783290026,52.08726,4.285609,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2517","2543T",52.08726,4.285609,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2565",52.039653035803,4.25997191228478,52.07543,4.258572,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2565","2543V",52.07543,4.258572,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2582",52.039653035803,4.25997191228478,52.09343,4.276608,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2582","2543V",52.09343,4.276608,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","2521",52.0367222332167,4.25362685931864,52.06328,4.318427,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2521","2543E",52.06328,4.318427,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2629",52.0375341571121,4.2553666934214,51.9839,4.38799,1,0,70.3,28.2,29.6,4,8.5,3,16.5,1.9,10.2,4.5,"2545JT","2545J",1
"2629","2543X",51.9839,4.38799,52.0375341571121,4.2553666934214,0,1,70.4,26.7,21.8,8,14,3,16.3,1.7,8.3,6.3,"2532CP","2532C",1
"2543R","2548",52.0428928838003,4.26639256132776,52.02944,4.290399,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2548","2543R",52.02944,4.290399,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2511",52.0353834676263,4.25634401078893,52.07851,4.317539,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2511","2543G",52.07851,4.317539,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2671",52.0353834676263,4.25634401078893,51.99332,4.208966,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2543B",52.03807,4.302551,52.0408197781465,4.2614617830182,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2514",52.0398470736153,4.26367783290026,52.08523,4.308987,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2514","2543T",52.08523,4.308987,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2285",52.0398470736153,4.26367783290026,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2548",52.0403612649755,4.26585945503325,52.02944,4.290399,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2548","2543S",52.02944,4.290399,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2671",52.039653035803,4.25997191228478,51.99332,4.208966,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2671","2543V",51.99332,4.208966,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2565",52.0403612649755,4.26585945503325,52.07543,4.258572,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2565","2543S",52.07543,4.258572,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2909",52.0403612649755,4.26585945503325,51.91413,4.545104,1,0,85.5,21.8,25.8,25,12.9,3,36.1,1.2,10.6,24.4,"2543SW","2543S",1
"2909","2543S",51.91413,4.545104,52.0403612649755,4.26585945503325,0,1,85,26.6,25.2,23,10.2,4,32.6,1.5,10.5,20.5,"2545JT","2545J",1
"2543V","2525",52.039653035803,4.25997191228478,52.06238,4.303305,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","3142",52.039653035803,4.25997191228478,51.92693,4.25433,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3142","2543V",51.92693,4.25433,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","3047",52.0367222332167,4.25362685931864,51.95087,4.396513,1,0,89.8,42.5,35.6,4,7.7,3,20.5,3,13.1,4.5,"2545JT","2545J",1
"3047","2543A",51.95087,4.396513,52.0434639733693,4.26411809103701,0,1,89.1,37.4,21.2,16,14.5,3,27.5,2.7,8.3,16.5,"2532CP","2532C",1
"3047","2543E",51.95087,4.396513,52.0367222332167,4.25362685931864,0,1,86.6,39.6,24.1,15,8,2,31.2,2.8,9.8,18.6,"2543GB","2543G",1
"2544H","2571",52.0457978448674,4.26058713725417,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2543S",52.03807,4.302551,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2597",52.0384390330544,4.25641060632753,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2597","2543C",52.10758,4.313337,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"3068","2542N",51.95814,4.551728,52.0331301458607,4.25975908904229,0,1,75.4,23.4,16.1,27,8.9,2,40.6,1.6,6.4,32.7,"2543GB","2543G",1
"2543E","2517",52.0367222332167,4.25362685931864,52.08726,4.285609,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2517","2543E",52.08726,4.285609,52.0367222332167,4.25362685931864,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543E","2803",52.0367222332167,4.25362685931864,52.02455,4.690541,1,0,83.9,30.2,25.9,18,9.7,2,37.7,2.2,7.6,28,"2543EB","2543E",1
"2803","2543E",52.02455,4.690541,52.0367222332167,4.25362685931864,0,1,79.6,18.3,33.1,18,10.1,2,40.5,1.2,11.4,28,"2543GB","2543G",1
"2543V","2593",52.039653035803,4.25997191228478,52.08531,4.342739,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2909","2543V",51.91413,4.545104,52.039653035803,4.25997191228478,0,1,93.2,30,25.2,25,13,4,34.5,1.7,10.3,22.3,"2532CP","2532C",1
"2593","2543V",52.08531,4.342739,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2909",52.039653035803,4.25997191228478,51.91413,4.545104,1,0,92.2,27.8,26.8,23,14.5,4,32.4,1.6,10.2,20.5,"2545JT","2545J",1
"2544R","2285",52.0399609296029,4.25012156605765,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542K","2571",52.0364390701642,4.26312437750577,52.06937,4.286918,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2571","2542K",52.06937,4.286918,52.0364390701642,4.26312437750577,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542K","2616",52.0364390701642,4.26312437750577,52.01987,4.37823,1,0,68.2,32,16.3,7,12.9,3,14.2,2.1,5.8,6.3,"2532CP","2532C",1
"2616","2542K",52.01987,4.37823,52.0364390701642,4.26312437750577,0,1,69.2,34.8,19.8,7,7.6,2,15.6,2.4,7,6.3,"2532CP","2532C",1
"2543R","2512",52.0428928838003,4.26639256132776,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2543R",52.07346,4.304762,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2678",52.0403612649755,4.26585945503325,51.97477,4.255695,1,0,68.8,16.4,30.6,6,15.7,2,24.3,0.9,15,8.4,"2543SW","2543S",1
"2678","2543S",51.97477,4.255695,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2582",52.0375341571121,4.2553666934214,52.09343,4.276608,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2513",52.0375341571121,4.2553666934214,52.0788,4.302386,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2513","2543X",52.0788,4.302386,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","3011",52.0398470736153,4.26367783290026,51.91868,4.487522,1,0,58.1,11.8,11.3,26,8.9,2,27,0.7,3.9,22.3,"2532CP","2532C",1
"3011","2543T",51.91868,4.487522,52.0398470736153,4.26367783290026,0,1,66.7,28.6,9.7,26,2.4,1,27.8,2,3.5,22.3,"2532CP","2532C",1
"2543S","2597",52.0403612649755,4.26585945503325,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2597","2543S",52.10758,4.313337,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2512",52.0384390330544,4.25641060632753,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2543C",52.07346,4.304762,52.0384390330544,4.25641060632753,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2513","2543A",52.0788,4.302386,52.0434639733693,4.26411809103701,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"1075","2542E",52.35212,4.859065,52.0358716120214,4.26738012702625,0,1,99.4,29.5,23.6,38,8.3,2,61.8,2.1,8.4,51.4,"2543GB","2543G",1
"2543A","2596",52.0434639733693,4.26411809103701,52.09274,4.319509,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2545D","2515",52.0447612674383,4.27041304165943,52.0727,4.321192,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2545D","2526",52.0447612674383,4.27041304165943,52.06804,4.307563,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2526","2544G",52.06804,4.307563,52.0425265562463,4.25954339365026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2671",52.0375341571121,4.2553666934214,51.99332,4.208966,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2671","2543X",51.99332,4.208966,52.0375341571121,4.2553666934214,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2513","2543B",52.0788,4.302386,52.0408197781465,4.2614617830182,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542K","3068",52.0364390701642,4.26312437750577,51.95814,4.551728,1,0,79.8,27.3,15.6,28,9,2,40.4,2,5.8,32.7,"2543SW","2543S",1
"3068","2545G",51.95814,4.551728,52.0492425239982,4.27529335026369,0,1,73.4,26.7,10.8,27,8.9,2,38.9,1.8,4.5,32.7,"2545NW","2545N",1
"2543R","2597",52.0428928838003,4.26639256132776,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2553","2543R",52.04493,4.221591,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543R","2285",52.0428928838003,4.26639256132776,52.03807,4.302551,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2285","2543R",52.03807,4.302551,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2629",52.0353834676263,4.25634401078893,51.9839,4.38799,1,0,71.7,28.4,30.8,4,8.5,3,16.9,1.9,10.6,4.5,"2545JT","2545J",1
"2629","2543G",51.9839,4.38799,52.0353834676263,4.25634401078893,0,1,66.2,22.4,21.8,8,14,3,16,1.4,8.3,6.3,"2532CP","2532C",1
"2543R","2593",52.0428928838003,4.26639256132776,52.08531,4.342739,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2582","2543R",52.09343,4.276608,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2545D","1118",52.04476,4.270413,52.30665,4.760595,1,0,73.2,25.2,15.6,29,3.5,1,50,1.6,5.8,42.5,"2543SW","2543S",1
"2543T","2582",52.0398470736153,4.26367783290026,52.09343,4.276608,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2582","2543T",52.09343,4.276608,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543T","2597",52.0398470736153,4.26367783290026,52.10758,4.313337,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2597","2543T",52.10758,4.313337,52.0398470736153,4.26367783290026,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543G","2582",52.0353834676263,4.25634401078893,52.09343,4.276608,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2582","2543G",52.09343,4.276608,52.0353834676263,4.25634401078893,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543C","2909",52.0384390330544,4.25641060632753,51.91413,4.545104,1,0,89.8,26.7,27.6,23,12.5,4,32.6,1.5,10.5,20.5,"2545JT","2545J",1
"2909","2543C",51.91413,4.545104,52.0384390330544,4.25641060632753,0,1,93.1,29.9,25.2,25,13,4,34.5,1.7,10.3,22.3,"2532CP","2532C",1
"2543R","2513",52.0428928838003,4.26639256132776,52.0788,4.302386,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2513","2543R",52.0788,4.302386,52.0428928838003,4.26639256132776,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543V","2678",52.039653035803,4.25997191228478,51.97477,4.255695,1,0,76.5,24.2,30.6,6,15.7,2,24.9,1.5,15,8.4,"2543SW","2543S",1
"2678","2543V",51.97477,4.255695,52.039653035803,4.25997191228478,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543X","2803",52.0375341571121,4.2553666934214,52.02455,4.690541,1,0,85.7,32.1,25.9,18,9.7,2,37.9,2.3,7.6,28,"2543EB","2543E",1
"2803","2543X",52.02455,4.690541,52.0375341571121,4.2553666934214,0,1,80.6,19.4,33.1,18,10.1,2,40.6,1.3,11.4,28,"2543GB","2543G",1
"2521","2543S",52.06328,4.318427,52.0403612649755,4.26585945503325,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2543S","2521",52.0403612649755,4.26585945503325,52.06328,4.318427,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542K","2547",52.0364390701642,4.26312437750577,52.06093,4.266762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542K","2526",52.0364390701642,4.26312437750577,52.06804,4.307563,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2526","2542K",52.06804,4.307563,52.0364390701642,4.26312437750577,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2542K","2512",52.0364390701642,4.26312437750577,52.07346,4.304762,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
"2512","2542K",52.07346,4.304762,52.0364390701642,4.26312437750577,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,"-1","-1",-1
